claim_id,days_to_claim,amount,incident_type,is_fraud
CLM-2365,240,13938,Vattenskada,0
CLM-2366,72,9557,Bilolycka,0
CLM-2367,176,6966,Inbrott,0
CLM-2368,129,35196,Glasskada,0
CLM-2369,30,11533,Glasskada,0
CLM-2370,19,31977,Inbrott,0
CLM-2371,164,49379,Inbrott,0
CLM-2372,337,21477,Glasskada,0
CLM-2373,133,2724,Vattenskada,0
CLM-2374,206,20858,Bilolycka,0
CLM-2375,222,21984,Bilolycka,0
CLM-2376,190,13435,Glasskada,0
CLM-2377,181,20638,Bilolycka,0
CLM-2378,166,9778,Bilolycka,0
CLM-2379,324,16821,vattenskada,0
CLM-2380,254,11055,Inbrott,0
CLM-2381,194,15369,Inbrott,0
CLM-2382,201,26530,Inbrott,0
CLM-2383,290,27444,Glasskada,0
CLM-2384,208,30431,Vattenskada,0
CLM-2385,263,21057,Inbrott,0
CLM-2386,298,20580,Inbrott,0
CLM-2387,262,29231,Inbrott,0
CLM-2388,285,500,Glasskada,0
CLM-2389,242,11200,Glasskada,0
CLM-2390,9,31277,Bilolycka,1
CLM-2391,87,8670,vattenskada,0
CLM-2392,132,21433,Glasskada,0
CLM-2393,181,5633,vattenskada,0
CLM-2394,143,11134,Bilolycka,0
CLM-2395,227,15603,Glasskada,0
CLM-2396,170,8597,Inbrott,0
CLM-2397,247,29072,Vattenskada,0
CLM-2398,289,16255,Vattenskada,0
CLM-2399,223,500,Bilolycka,0
CLM-2400,124,38811,Inbrott,0
CLM-2401,43,6309,Bilolycka,0
CLM-2402,192,8684,Inbrott,0
CLM-2403,298,11532,Bilolycka,0
CLM-2404,186,22635,Bilolycka,0
CLM-2405,135,30399,Bilolycka,0
CLM-2406,53,7289,Inbrott,0
CLM-2407,142,13767,Inbrott,0
CLM-2408,193,20278,Bilolycka,0
CLM-2409,186,22493,Bilolycka,0
CLM-2410,149,21960,Bilolycka,0
CLM-2411,102,20862,Vattenskada,0
CLM-2412,252,28696,Bilolycka,0
CLM-2413,165,18852,Oklart/Annat,0
CLM-2414,207,3202,Vattenskada,0
CLM-2415,281,11608,Glasskada,0
CLM-2416,265,27535,Bilolycka,0
CLM-2417,142,27167,Bilolycka,0
CLM-2418,330,778,Vattenskada,0
CLM-2419,82,24969,Inbrott,0
CLM-2420,397,31234,Vattenskada,0
CLM-2421,188,7990,Inbrott,0
CLM-2422,302,10813,Bilolycka,0
CLM-2423,341,12421,Inbrott,0
CLM-2424,24,27926,Glasskada,0
CLM-2425,255,7696,Bilolycka,0
CLM-2426,134,22460,Inbrott,0
CLM-2427,316,500,Glasskada,0
CLM-2428,0,500,Bilolycka,1
CLM-2429,135,36220,Bilolycka,0
CLM-2430,244,12471,Vattenskada,0
CLM-2431,139,500,Inbrott,0
CLM-2432,278,728,Bilolycka,0
CLM-2433,28,253413,Glasskada,1
CLM-2434,210,20617,Glasskada,0
CLM-2435,195,15001,inbrott,0
CLM-2436,221,9124,Inbrott,0
CLM-2437,167,14067,Inbrott,0
CLM-2438,206,12792,Glasskada,0
CLM-2439,106,7759,Bilolycka,0
CLM-2440,199,18987,Vattenskada,0
CLM-2441,199,18057,Glasskada,0
CLM-2442,83,9991,bilolycka,0
CLM-2443,132,8549,Bilolycka,0
CLM-2444,231,16575,Inbrott,0
CLM-2445,123,15567,Glasskada,0
CLM-2446,225,17802,Inbrott,0
CLM-2447,97,22951,Vattenskada,0
CLM-2448,121,17142,Bilolycka,0
CLM-2449,70,12078,Bilolycka,0
CLM-2450,123,17642,Inbrott,0
CLM-2451,122,500,Inbrott,0
CLM-2452,201,15583,Glasskada,0
CLM-2453,0,15144,Inbrott,0
CLM-2454,146,9072,Inbrott,0
CLM-2455,248,15387,Inbrott,0
CLM-2456,162,15051,Glasskada,0
CLM-2457,0,500,Glasskada,1
CLM-2458,163,27225,inbrott,0
CLM-2459,92,500,Bilolycka,0
CLM-2460,21,3003,Inbrott,0
CLM-2461,68,22990,Vattenskada,0
CLM-2462,278,5071,Bilolycka,0
CLM-2463,17,114957,glasskada,1
CLM-2464,196,21799,Glasskada,0
CLM-2465,114,5717,Inbrott,0
CLM-2466,23,4824,Inbrott,0
CLM-2467,161,14515,Bilolycka,0
CLM-2468,0,500,Bilolycka,1
CLM-2469,67,13585,Vattenskada,0
CLM-2470,257,15726,Bilolycka,0
CLM-2471,203,13218,Bilolycka,0
CLM-2472,159,6289,glasskada,0
CLM-2473,251,500,Vattenskada,0
CLM-2474,114,18828,Inbrott,0
CLM-2475,92,10084,Vattenskada,0
CLM-2476,105,500,Bilolycka,0
CLM-2477,288,14118,Bilolycka,0
CLM-2478,213,17130,Bilolycka,0
CLM-2479,222,21853,Vattenskada,0
CLM-2480,266,20074,Inbrott,0
CLM-2481,153,29573,Inbrott,0
CLM-2482,238,11897,Bilolycka,0
CLM-2483,222,14630,Vattenskada,0
CLM-2484,332,3357,Glasskada,0
CLM-2485,90,13358,Glasskada,0
CLM-2486,366,500,Bilolycka,0
CLM-2487,184,24200,Glasskada,0
CLM-2488,144,13885,bilolycka,0
CLM-2489,51,16260,Oklart/Annat,0
CLM-2490,171,10707,Vattenskada,0
CLM-2491,142,18883,Glasskada,0
CLM-2492,289,21880,Inbrott,0
CLM-2493,105,11766,Vattenskada,0
CLM-2494,157,1308,Vattenskada,0
CLM-2495,229,23911,Glasskada,0
CLM-2496,256,20020,Bilolycka,0
CLM-2497,117,16748,Glasskada,0
CLM-2498,147,5558,vattenskada,0
CLM-2499,79,13657,Vattenskada,0
CLM-2500,183,2316,Inbrott,0
CLM-2501,136,9507,Bilolycka,0
CLM-2502,225,500,Vattenskada,0
CLM-2503,225,20478,Bilolycka,0
CLM-2504,62,18837,Vattenskada,0
CLM-2505,74,14850,Inbrott,0
CLM-2506,231,20105,Inbrott,0
CLM-2507,162,26790,Bilolycka,0
CLM-2508,192,12702,Inbrott,0
CLM-2509,134,25143,Bilolycka,0
CLM-2510,141,41897,Glasskada,0
CLM-2511,31,500,Inbrott,1
CLM-2512,130,15670,Inbrott,0
CLM-2513,210,26372,Bilolycka,0
CLM-2514,266,12958,Bilolycka,0
CLM-2515,101,18071,Inbrott,0
CLM-2516,179,500,Vattenskada,0
CLM-2517,276,20073,Vattenskada,0
CLM-2518,77,24097,Inbrott,0
CLM-2519,162,3850,Glasskada,0
CLM-2520,145,25522,Bilolycka,0
CLM-2521,7,95160,Glasskada,1
CLM-2522,109,15060,Glasskada,0
CLM-2523,128,31324,Bilolycka,0
CLM-2524,28,21155,Inbrott,0
CLM-2525,193,18112,Inbrott,0
CLM-2526,77,25441,Inbrott,0
CLM-2527,131,11838,Inbrott,0
CLM-2528,187,20343,Glasskada,0
CLM-2529,280,7203,Inbrott,0
CLM-2530,193,12910,Vattenskada,0
CLM-2531,162,12513,Vattenskada,0
CLM-2532,100,26020,Inbrott,0
CLM-2533,155,20452,Inbrott,0
CLM-2534,207,20259,Glasskada,0
CLM-2535,161,5982,Bilolycka,0
CLM-2536,171,14191,Bilolycka,0
CLM-2537,0,830,Oklart/Annat,0
CLM-2538,64,30108,Bilolycka,0
CLM-2539,266,16503,Bilolycka,0
CLM-2540,78,9711,Glasskada,0
CLM-2541,125,18189,Bilolycka,0
CLM-2542,281,15986,Bilolycka,0
CLM-2543,239,5514,Bilolycka,0
CLM-2544,131,1703,Inbrott,0
CLM-2545,97,5089,Vattenskada,0
CLM-2546,2,11969,Inbrott,0
CLM-2547,0,124773,Vattenskada,1
CLM-2548,243,17262,Vattenskada,0
CLM-2549,158,16498,Vattenskada,0
CLM-2550,123,15952,Glasskada,0
CLM-2551,308,21786,Bilolycka,0
CLM-2552,75,17269,Bilolycka,0
CLM-2553,234,18623,Vattenskada,0
CLM-2554,126,21751,Bilolycka,0
CLM-2555,57,11424,Vattenskada,0
CLM-2556,254,5124,Vattenskada,0
CLM-2557,0,23957,Glasskada,1
CLM-2558,63,3622,Bilolycka,0
CLM-2559,278,10922,Oklart/Annat,0
CLM-2560,235,8431,Vattenskada,0
CLM-2561,333,20960,Inbrott,0
CLM-2562,272,25454,Inbrott,0
CLM-2563,274,6899,Vattenskada,0
CLM-2564,198,23583,Inbrott,0
CLM-2565,243,14019,Inbrott,0
CLM-2566,293,24600,Glasskada,0
CLM-2567,122,20678,Inbrott,0
CLM-2568,259,5350,Bilolycka,0
CLM-2569,134,500,Vattenskada,0
CLM-2570,189,10766,Inbrott,0
CLM-2571,21,4733,Bilolycka,0
CLM-2572,158,2815,Glasskada,0
CLM-2573,210,500,Oklart/Annat,0
CLM-2574,12,22114,Glasskada,0
CLM-2575,0,24231,Inbrott,0
CLM-2576,192,2132,Bilolycka,0
CLM-2577,309,10005,Glasskada,0
CLM-2578,190,18789,Glasskada,0
CLM-2579,178,500,Oklart/Annat,0
CLM-2580,21,18580,Inbrott,1
CLM-2581,94,3398,Bilolycka,0
CLM-2582,154,10287,Inbrott,0
CLM-2583,148,21230,Glasskada,0
CLM-2584,109,8344,Inbrott,0
CLM-2585,289,13997,Bilolycka,0
CLM-2586,269,17379,Inbrott,0
CLM-2587,243,9160,Bilolycka,0
CLM-2588,320,5475,Vattenskada,0
CLM-2589,126,5193,Bilolycka,0
CLM-2590,24,500,Vattenskada,1
CLM-2591,161,20814,Bilolycka,0
CLM-2592,115,11483,Glasskada,0
CLM-2593,241,22223,Bilolycka,0
CLM-2594,0,500,Inbrott,0
CLM-2595,143,4793,Vattenskada,0
CLM-2596,219,8526,Bilolycka,0
CLM-2597,125,22901,Bilolycka,0
CLM-2598,267,19314,Bilolycka,0
CLM-2599,0,500,Inbrott,0
CLM-2600,100,4832,Bilolycka,0
CLM-2601,145,7371,Vattenskada,0
CLM-2602,130,7689,Inbrott,0
CLM-2603,244,12679,glasskada,0
CLM-2604,262,17783,vattenskada,0
CLM-2605,146,6380,Inbrott,0
CLM-2606,231,29757,Bilolycka,0
CLM-2607,227,8492,Vattenskada,0
CLM-2608,110,7773,Glasskada,0
CLM-2609,8,83690,Inbrott,1
CLM-2610,190,3263,Vattenskada,0
CLM-2611,373,29429,Glasskada,0
CLM-2612,237,25157,Inbrott,0
CLM-2613,213,18901,Inbrott,0
CLM-2614,123,6690,Vattenskada,0
CLM-2615,160,18482,Vattenskada,0
CLM-2616,232,28633,Bilolycka,0
CLM-2617,32,1879,Vattenskada,0
CLM-2618,280,19485,Bilolycka,0
CLM-2619,185,500,Bilolycka,0
CLM-2620,5,14054,Bilolycka,0
CLM-2621,12,46050,Vattenskada,1
CLM-2622,147,7767,Inbrott,0
CLM-2623,161,2657,Bilolycka,0
CLM-2624,120,500,Glasskada,0
CLM-2625,109,7882,Glasskada,0
CLM-2626,249,14189,Bilolycka,0
CLM-2627,178,4898,Glasskada,0
CLM-2628,242,14569,Vattenskada,0
CLM-2629,112,19350,Bilolycka,0
CLM-2630,162,13125,Vattenskada,0
CLM-2631,223,27896,Vattenskada,0
CLM-2632,106,31755,Vattenskada,0
CLM-2633,91,16173,Glasskada,0
CLM-2634,188,23131,Vattenskada,0
CLM-2635,98,23774,Bilolycka,0
CLM-2636,113,20193,Inbrott,0
CLM-2637,147,7426,Glasskada,0
CLM-2638,111,22965,Vattenskada,0
CLM-2639,176,17131,Inbrott,0
CLM-2640,229,11777,Inbrott,0
CLM-2641,53,14515,Inbrott,0
CLM-2642,344,29453,Vattenskada,0
CLM-2643,108,6453,Vattenskada,0
CLM-2644,77,7139,Glasskada,0
CLM-2645,174,43807,Glasskada,0
CLM-2646,244,24218,Bilolycka,0
CLM-2647,185,32462,Bilolycka,0
CLM-2648,0,25551,Inbrott,0
CLM-2649,197,30230,Bilolycka,0
CLM-2650,164,16553,Glasskada,0
CLM-2651,243,15828,Glasskada,0
CLM-2652,141,3527,Glasskada,0
CLM-2653,239,24976,Bilolycka,0
CLM-2654,173,22692,Vattenskada,0
CLM-2655,260,30063,Vattenskada,0
CLM-2656,221,21212,Bilolycka,0
CLM-2657,43,15650,bilolycka,0
CLM-2658,153,21719,Glasskada,0
CLM-2659,183,30742,Bilolycka,0
CLM-2660,293,6547,Bilolycka,0
CLM-2661,37,64713,Vattenskada,1
CLM-2662,127,500,Vattenskada,0
CLM-2663,18,20569,Glasskada,0
CLM-2664,278,18534,Bilolycka,0
CLM-2665,0,500,Inbrott,0
CLM-2666,190,15158,Glasskada,0
CLM-2667,194,26030,Inbrott,0
CLM-2668,236,500,Bilolycka,0
CLM-2669,134,5709,Glasskada,0
CLM-2670,151,9100,Vattenskada,0
CLM-2671,222,9156,Glasskada,0
CLM-2672,258,22266,vattenskada,0
CLM-2673,127,3471,Vattenskada,0
CLM-2674,53,500,Bilolycka,0
CLM-2675,241,500,Bilolycka,0
CLM-2676,69,20567,Vattenskada,0
CLM-2677,117,4086,Glasskada,0
CLM-2678,201,16222,Inbrott,0
CLM-2679,248,23790,bilolycka,0
CLM-2680,251,27939,Bilolycka,0
CLM-2681,34,21358,Bilolycka,0
CLM-2682,250,2554,Inbrott,0
CLM-2683,201,13198,Glasskada,0
CLM-2684,60,16578,Vattenskada,0
CLM-2685,312,13525,Glasskada,0
CLM-2686,171,35032,Inbrott,0
CLM-2687,134,9393,Vattenskada,0
CLM-2688,21,11996,Vattenskada,1
CLM-2689,129,500,Glasskada,0
CLM-2690,338,19843,Inbrott,0
CLM-2691,81,500,Oklart/Annat,0
CLM-2692,185,13877,Bilolycka,0
CLM-2693,215,8038,Bilolycka,0
CLM-2694,66,8349,Vattenskada,0
CLM-2695,170,19644,Glasskada,0
CLM-2696,141,8963,Inbrott,0
CLM-2697,346,13889,Bilolycka,0
CLM-2698,206,6933,glasskada,0
CLM-2699,188,500,Vattenskada,0
CLM-2700,59,14669,Bilolycka,0
CLM-2701,162,8624,glasskada,0
CLM-2702,275,4265,Inbrott,0
CLM-2703,121,15474,Inbrott,0
CLM-2704,208,23816,Inbrott,0
CLM-2705,165,12743,Bilolycka,0
CLM-2706,188,14154,Bilolycka,0
CLM-2707,284,986,Bilolycka,0
CLM-2708,45,12662,inbrott,0
CLM-2709,212,20732,Bilolycka,0
CLM-2710,59,31999,Glasskada,0
CLM-2711,170,7998,Glasskada,0
CLM-2712,79,10364,Vattenskada,0
CLM-2713,234,7647,Vattenskada,0
CLM-2714,240,13729,Vattenskada,0
CLM-2715,252,16642,Vattenskada,0
CLM-2716,162,14797,Inbrott,0
CLM-2717,311,10144,Vattenskada,0
CLM-2718,167,19837,Oklart/Annat,0
CLM-2719,65,62855,Vattenskada,1
CLM-2720,187,14112,Bilolycka,0
CLM-2721,242,21320,Inbrott,0
CLM-2722,124,6258,Vattenskada,0
CLM-2723,326,30333,Vattenskada,0
CLM-2724,61,5424,Glasskada,0
CLM-2725,130,18358,Glasskada,0
CLM-2726,267,6632,Glasskada,0
CLM-2727,149,25601,Inbrott,0
CLM-2728,160,18802,Bilolycka,0
CLM-2729,233,6937,Vattenskada,0
CLM-2730,311,44787,Vattenskada,0
CLM-2731,53,29085,Inbrott,0
CLM-2732,108,5261,inbrott,0
CLM-2733,147,13253,Vattenskada,0
CLM-2734,56,7810,Inbrott,0
CLM-2735,273,19167,Inbrott,0
CLM-2736,0,132131,Vattenskada,1
CLM-2737,106,12630,Vattenskada,0
CLM-2738,166,24518,Bilolycka,0
CLM-2739,0,27929,Bilolycka,1
CLM-2740,247,32480,Bilolycka,0
CLM-2741,189,20270,Glasskada,0
CLM-2742,217,17096,Bilolycka,0
CLM-2743,15,34932,Vattenskada,0
CLM-2744,223,9397,Bilolycka,0
CLM-2745,165,21174,Bilolycka,0
CLM-2746,387,17382,Bilolycka,0
CLM-2747,182,31880,Glasskada,0
CLM-2748,263,26840,Glasskada,0
CLM-2749,255,6886,Glasskada,0
CLM-2750,212,29898,Vattenskada,0
CLM-2751,118,10975,Bilolycka,0
CLM-2752,278,500,Vattenskada,0
CLM-2753,127,10974,Vattenskada,0
CLM-2754,305,12288,Bilolycka,0
CLM-2755,84,30400,Bilolycka,0
CLM-2756,263,13220,Inbrott,0
CLM-2757,0,22852,Vattenskada,0
CLM-2758,155,8125,vattenskada,0
CLM-2759,217,12380,Glasskada,0
CLM-2760,247,500,Inbrott,0
CLM-2761,318,29518,Bilolycka,0
CLM-2762,215,5957,Bilolycka,0
CLM-2763,188,500,Glasskada,0
CLM-2764,205,27963,Bilolycka,0
CLM-2765,97,3378,Vattenskada,0
CLM-2766,0,39695,Glasskada,1
CLM-2767,194,13521,Glasskada,0
CLM-2768,272,5766,Glasskada,0
CLM-2769,359,23919,Inbrott,0
CLM-2770,185,500,Vattenskada,0
CLM-2771,142,500,Bilolycka,0
CLM-2772,149,38090,Vattenskada,0
CLM-2773,257,15824,Bilolycka,0
CLM-2774,123,500,Inbrott,0
CLM-2775,326,14278,Vattenskada,0
CLM-2776,301,10629,bilolycka,0
CLM-2777,271,1016,Bilolycka,0
CLM-2778,337,8568,Vattenskada,0
CLM-2779,90,29161,Glasskada,0
CLM-2780,192,29785,Glasskada,0
CLM-2781,93,14566,Glasskada,0
CLM-2782,156,22419,Vattenskada,0
CLM-2783,192,28684,Bilolycka,0
CLM-2784,125,24013,Inbrott,0
CLM-2785,110,10031,Glasskada,0
CLM-2786,126,19219,Vattenskada,0
CLM-2787,233,13318,Bilolycka,0
CLM-2788,275,7801,Glasskada,0
CLM-2789,239,9135,Inbrott,0
CLM-2790,333,20129,Vattenskada,0
CLM-2791,118,18695,Glasskada,0
CLM-2792,180,17257,Vattenskada,0
CLM-2793,239,3702,Inbrott,0
CLM-2794,18,10526,Bilolycka,0
CLM-2795,191,24698,bilolycka,0
CLM-2796,165,16803,Vattenskada,0
CLM-2797,267,14563,Inbrott,0
CLM-2798,291,15855,Inbrott,0
CLM-2799,358,23429,Vattenskada,0
CLM-2800,83,8804,Inbrott,0
CLM-2801,266,10124,Bilolycka,0
CLM-2802,208,12800,Vattenskada,0
CLM-2803,128,19708,Glasskada,0
CLM-2804,213,17139,Vattenskada,0
CLM-2805,10,2273,Inbrott,0
CLM-2806,228,7187,bilolycka,0
CLM-2807,266,2708,Glasskada,0
CLM-2808,191,6427,Vattenskada,0
CLM-2809,152,23060,Bilolycka,0
CLM-2810,180,30164,Bilolycka,0
CLM-2811,188,20963,Inbrott,0
CLM-2812,168,8374,Glasskada,0
CLM-2813,234,13133,Bilolycka,0
CLM-2814,230,12602,Vattenskada,0
CLM-2815,179,3478,Inbrott,0
CLM-2816,182,15779,Inbrott,0
CLM-2817,90,500,Vattenskada,0
CLM-2818,201,20275,Vattenskada,0
CLM-2819,0,113663,Glasskada,1
CLM-2820,178,1458,Inbrott,0
CLM-2821,230,8595,Glasskada,0
CLM-2822,200,19318,Vattenskada,0
CLM-2823,312,9651,Inbrott,0
CLM-2824,281,24881,Vattenskada,0
CLM-2825,26,14004,Inbrott,0
CLM-2826,191,13795,Glasskada,0
CLM-2827,86,500,Bilolycka,0
CLM-2828,140,24674,Inbrott,0
CLM-2829,299,8667,Inbrott,0
CLM-2830,135,19604,Inbrott,0
CLM-2831,25,18859,Inbrott,0
CLM-2832,222,24464,Bilolycka,0
CLM-2833,205,17589,Vattenskada,0
CLM-2834,163,21917,Bilolycka,0
CLM-2835,190,33276,Inbrott,0
CLM-2836,91,14013,Bilolycka,0
CLM-2837,268,500,Oklart/Annat,0
CLM-2838,103,17002,Glasskada,0
CLM-2839,235,9929,Vattenskada,0
CLM-2840,149,10285,Bilolycka,0
CLM-2841,32,500,Glasskada,0
CLM-2842,140,9028,Bilolycka,0
CLM-2843,253,19539,Bilolycka,0
CLM-2844,158,12507,Vattenskada,0
CLM-2845,89,16829,Vattenskada,0
CLM-2846,92,18369,Inbrott,0
CLM-2847,270,18940,Glasskada,0
CLM-2848,144,14589,Inbrott,0
CLM-2849,124,19991,Bilolycka,0
CLM-2850,52,66160,Glasskada,1
CLM-2851,204,7940,Glasskada,0
CLM-2852,101,32106,Vattenskada,0
CLM-2853,159,29729,Bilolycka,0
CLM-2854,300,28058,Glasskada,0
CLM-2855,219,21988,Glasskada,0
CLM-2856,0,28831,Vattenskada,0
CLM-2857,0,19703,Vattenskada,0
CLM-2858,223,500,Inbrott,0
CLM-2859,274,20904,Bilolycka,0
CLM-2860,235,28835,Inbrott,0
CLM-2861,232,32388,Bilolycka,0
CLM-2862,262,21185,Vattenskada,0
CLM-2863,105,17947,Inbrott,0
CLM-2864,220,31719,Glasskada,0
CLM-2865,110,12117,Glasskada,0
CLM-2866,259,23038,Bilolycka,0
CLM-2867,317,896,Vattenskada,0
CLM-2868,8,10744,Glasskada,1
CLM-2869,281,3589,Vattenskada,0
CLM-2870,147,17930,Glasskada,0
CLM-2871,249,31480,Bilolycka,0
CLM-2872,353,7445,Inbrott,0
CLM-2873,290,500,Glasskada,0
CLM-2874,145,25060,Inbrott,0
CLM-2875,194,11304,Inbrott,0
CLM-2876,201,18372,Vattenskada,0
CLM-2877,118,10406,Vattenskada,0
CLM-2878,158,14539,Inbrott,0
CLM-2879,189,14032,Vattenskada,0
CLM-2880,137,500,Glasskada,0
CLM-2881,115,26124,Inbrott,0
CLM-2882,264,25903,Vattenskada,0
CLM-2883,248,500,Inbrott,0
CLM-2884,79,12802,Vattenskada,0
CLM-2885,259,9519,Bilolycka,0
CLM-2886,256,25897,Vattenskada,0
CLM-2887,143,500,Bilolycka,0
CLM-2888,188,7224,Inbrott,0
CLM-2889,234,19117,Inbrott,0
CLM-2890,139,24853,Inbrott,0
CLM-2891,173,19032,Vattenskada,0
CLM-2892,62,12056,Inbrott,0
CLM-2893,395,8342,Glasskada,0
CLM-2894,0,8054,Oklart/Annat,0
CLM-2895,324,6171,Bilolycka,0
CLM-2896,329,3216,Glasskada,0
CLM-2897,20,500,Glasskada,1
CLM-2898,0,28155,Inbrott,1
CLM-2899,0,21110,bilolycka,1
CLM-2900,184,18034,Glasskada,0
CLM-2901,354,20152,Inbrott,0
CLM-2902,97,21273,Glasskada,0
CLM-2903,152,18351,Vattenskada,0
CLM-2904,169,11880,Vattenskada,0
CLM-2905,211,21211,Glasskada,0
CLM-2906,250,24539,inbrott,0
CLM-2907,259,23248,Glasskada,0
CLM-2908,146,1110,Vattenskada,0
CLM-2909,191,16511,Bilolycka,0
CLM-2910,122,6307,bilolycka,0
CLM-2911,153,48326,Inbrott,0
CLM-2912,195,7028,Inbrott,0
CLM-2913,291,6468,Glasskada,0
CLM-2914,210,22964,inbrott,0
CLM-2915,80,24040,bilolycka,0
CLM-2916,141,17707,Bilolycka,0
CLM-2917,213,1115,Bilolycka,0
CLM-2918,348,28744,Inbrott,0
CLM-2919,185,13385,Glasskada,0
CLM-2920,151,684,Vattenskada,0
CLM-2921,246,6033,Bilolycka,0
CLM-2922,0,24215,Vattenskada,0
CLM-2923,27,18174,Inbrott,1
CLM-2924,203,18739,Oklart/Annat,0
CLM-2925,115,14080,Vattenskada,0
CLM-2926,264,28725,Bilolycka,0
CLM-2927,148,30255,Vattenskada,0
CLM-2928,167,13122,Vattenskada,0
CLM-2929,101,5183,Inbrott,0
CLM-2930,164,15447,Glasskada,0
CLM-2931,104,13347,Inbrott,0
CLM-2932,116,17749,Vattenskada,0
CLM-2933,269,3491,Vattenskada,0
CLM-2934,239,28981,Bilolycka,0
CLM-2935,202,24819,Inbrott,0
CLM-2936,411,15882,Vattenskada,0
CLM-2937,112,3972,Bilolycka,0
CLM-2938,374,14105,Glasskada,0
CLM-2939,226,29063,Vattenskada,0
CLM-2940,272,15347,Vattenskada,0
CLM-2941,174,42677,Inbrott,0
CLM-2942,301,5939,Vattenskada,0
CLM-2943,152,3646,Vattenskada,0
CLM-2944,68,4206,Bilolycka,0
CLM-2945,360,17115,Glasskada,0
CLM-2946,285,1948,Glasskada,0
CLM-2947,107,16825,Vattenskada,0
CLM-2948,102,10390,Glasskada,0
CLM-2949,211,21958,Vattenskada,0
CLM-2950,247,26505,Glasskada,0
CLM-2951,235,23867,inbrott,0
CLM-2952,180,15218,Inbrott,0
CLM-2953,270,11504,Inbrott,0
CLM-2954,3,202172,Vattenskada,1
CLM-2955,149,11692,Inbrott,0
CLM-2956,132,500,Inbrott,0
CLM-2957,222,8769,Inbrott,0
CLM-2958,22,24333,Bilolycka,0
CLM-2959,365,8254,Bilolycka,0
CLM-2960,99,11522,Bilolycka,0
CLM-2961,228,12084,Vattenskada,0
CLM-2962,286,17401,Bilolycka,0
CLM-2963,71,16408,Bilolycka,0
CLM-2964,180,33224,Bilolycka,0
CLM-2965,58,22574,glasskada,0
CLM-2966,79,8815,Inbrott,0
CLM-2967,122,19602,Vattenskada,0
CLM-2968,10,167547,Vattenskada,1
CLM-2969,85,19078,Inbrott,0
CLM-2970,291,5302,Vattenskada,0
CLM-2971,273,10394,Bilolycka,0
CLM-2972,64,4582,Glasskada,0
CLM-2973,132,31090,Vattenskada,0
CLM-2974,244,1060,Vattenskada,0
CLM-2975,263,13624,Vattenskada,0
CLM-2976,159,2407,Inbrott,0
CLM-2977,268,21995,Glasskada,0
CLM-2978,155,500,Oklart/Annat,0
CLM-2979,264,19605,Glasskada,0
CLM-2980,138,14797,Inbrott,0
CLM-2981,237,31943,Glasskada,0
CLM-2982,74,35077,Vattenskada,0
CLM-2983,141,24850,Inbrott,0
CLM-2984,116,1996,Inbrott,0
CLM-2985,0,2092,Vattenskada,0
CLM-2986,102,12525,Inbrott,0
CLM-2987,279,23869,Bilolycka,0
CLM-2988,107,5024,Glasskada,0
CLM-2989,243,834,Bilolycka,0
CLM-2990,194,19428,Vattenskada,0
CLM-2991,228,33281,Bilolycka,0
CLM-2992,331,5466,Glasskada,0
CLM-2993,161,42738,Glasskada,0
CLM-2994,343,2534,Bilolycka,0
CLM-2995,109,23241,Vattenskada,0
CLM-2996,267,14775,Vattenskada,0
CLM-2997,235,13985,Vattenskada,0
CLM-2998,312,12408,Vattenskada,0
CLM-2999,187,2378,Inbrott,0
CLM-3000,249,35025,Inbrott,0
CLM-3001,190,15726,Glasskada,0
CLM-3002,218,40786,Glasskada,0
CLM-3003,147,27892,Inbrott,0
CLM-3004,380,13940,Vattenskada,0
CLM-3005,221,11386,Bilolycka,0
CLM-3006,21,13416,Bilolycka,0
CLM-3007,183,29818,Vattenskada,0
CLM-3008,11,42270,Glasskada,0
CLM-3009,224,12617,Vattenskada,0
CLM-3010,152,16059,Inbrott,0
CLM-3011,158,5649,Glasskada,0
CLM-3012,109,27517,Vattenskada,0
CLM-3013,121,14748,Inbrott,0
CLM-3014,181,19945,Vattenskada,0
CLM-3015,219,11801,Vattenskada,0
CLM-3016,307,9838,Vattenskada,0
CLM-3017,170,28911,Inbrott,0
CLM-3018,319,500,Inbrott,0
CLM-3019,82,29172,Glasskada,0
CLM-3020,113,20985,Bilolycka,0
CLM-3021,255,500,Glasskada,0
CLM-3022,206,6966,Vattenskada,0
CLM-3023,92,25011,Inbrott,0
CLM-3024,137,29767,Glasskada,0
CLM-3025,287,22570,Bilolycka,0
CLM-3026,303,7935,Vattenskada,0
CLM-3027,201,7115,Glasskada,0
CLM-3028,250,5440,Glasskada,0
CLM-3029,228,32262,Inbrott,0
CLM-3030,198,16416,Glasskada,0
CLM-3031,151,19337,Oklart/Annat,0
CLM-3032,175,22820,Glasskada,0
CLM-3033,100,7719,Inbrott,0
CLM-3034,106,20788,Inbrott,0
CLM-3035,206,7241,Bilolycka,0
CLM-3036,129,7383,inbrott,0
CLM-3037,35,19604,Glasskada,0
CLM-3038,127,500,Inbrott,0
CLM-3039,229,3560,Glasskada,0
CLM-3040,82,26793,Bilolycka,0
CLM-3041,267,14000,Glasskada,0
CLM-3042,215,35286,Vattenskada,0
CLM-3043,355,21896,Bilolycka,0
CLM-3044,98,7956,Inbrott,0
CLM-3045,287,16338,Glasskada,0
CLM-3046,275,6313,Inbrott,0
CLM-3047,198,14946,Vattenskada,0
